,label,text
5016,1,psychologically revealing .
5017,1,"in auteil's less dramatic but equally incisive performance , he's a charismatic charmer likely to seduce and conquer ."
5018,1,"who knows what exactly godard is on about in this film , but his words and images don't have to add up to mesmerize you ."
5019,0,"watching trouble every day , at least if you don't know what's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms ."
5020,0,"a big , loud , bang-the-drum bore ."
5021,0,i didn't laugh . i didn't smile . i survived .
5022,0,"if you've got a house full of tots -- don't worry , this will be on video long before they grow up and you can wait till then ."
5023,0,"so what is the point ? lovingly choreographed bloodshed taking place in a pristine movie neverland , basically ."
5024,1,"vividly demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop ."
5025,0,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam ."
5026,1,"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare ."
5027,0,there's nothing interesting in unfaithful whatsoever .
5028,0,"self-congratulatory , misguided , and ill-informed , if nonetheless compulsively watchable ."
5029,1,nettelbeck . . . has a pleasing way with a metaphor .
5030,0,a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $9 and 93 minutes of unrecoverable life .
5031,1,one of those exceedingly rare films in which the talk alone is enough to keep us involved .
5032,0,"minority report is exactly what the title indicates , a report ."
5033,0,"a piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable ."
5034,1,"this version's no classic like its predecessor , but its pleasures are still plentiful ."
5035,1,"ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine ."
5036,1,"blade ii is as estrogen-free as movies get , so you might want to leave your date behind for this one , or she's gonna make you feel like you owe her big-time ."
5037,0,"some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments ."
5038,0,"you can see where big bad love is trying to go , but it never quite gets there ."
5039,1,"the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end ."
5040,0,the plot's contrivances are uncomfortably strained .
5041,1,an engrossing and infectiously enthusiastic documentary .
5042,0,this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .
5043,0,"there's a thin line between likably old-fashioned and fuddy-duddy , and the count of monte cristo . . . never quite settles on either side ."
5044,1,"if you're hard up for raunchy college humor , this is your ticket right here ."
5045,1,is this love or is it masochism ? binoche makes it interesting trying to find out .
5046,1,"it strikes hardest when it reminds you how pertinent its dynamics remain . fifty years after the fact , the world's political situation seems little different , and [director phillip] noyce brings out the allegory with remarkable skill ."
5047,0,"with minimal imagination , you could restage the whole thing in your bathtub ."
5048,1,"affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things ."
5049,1,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure ."
5050,0,just not campy enough
5051,1,"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment ."
5052,0,"finally coming down off of miramax's deep shelves after a couple of aborted attempts , waking up in reno makes a strong case for letting sleeping dogs lie ."
5053,0,"contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster ."
5054,1,there is no denying the power of polanski's film . . .
5055,0,meanders between its powerful moments .
5056,0,it's impossible to even categorize this as a smutty guilty pleasure .
5057,1,a romantic comedy that operates by the rules of its own self-contained universe .
5058,1,"although olivier assayas' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation . . . its three-hour running time plays closer to two ."
5059,0,charlize chases kevin with a gun . courtney chases stuart with a cell phone . the sound of gunfire and cell phones ringing .
5060,0,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle ."
5061,0,. . . a confusing drudgery .
5062,1,"an enthralling aesthetic experience , one that's steeped in mystery and a ravishing , baroque beauty ."
5063,0,gooding offers a desperately ingratiating performance .
5064,1,"faithful without being forceful , sad without being shrill , "" a walk to remember "" succeeds through sincerity ."
5065,0,"no movement , no yuks , not much of anything ."
5066,1,"as literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children's entertainment . you'll forget about it by monday , though , and if they're old enough to have developed some taste , so will your kids ."
5067,0,"a long , dull procession of despair , set to cello music culled from a minimalist funeral ."
5068,1,"you have to pay attention to follow all the stories , but they're each interesting . the movie is well shot and very tragic , and one to ponder after the credits roll ."
5069,0,"fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix ."
5070,0,holden caulfield did it better .
5071,0,flounders due to the general sense that no two people working on the production had exactly the same thing in mind .
5072,1,what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .
5073,1,"a sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire ."
5074,0,should have been someone else-
5075,1,"what makes how i killed my father compelling , besides its terrific performances , is fontaine's willingness to wander into the dark areas of parent-child relationships without flinching ."
5076,0,"scarlet diva has a voyeuristic tug , but all in all it's a lot less sensational than it wants to be ."
5077,0,"now i can see why people thought i was too hard on "" the mothman prophecies "" ."
5078,0,odd and weird .
5079,1,kudos to the most enchanting film of the year .
5080,1,some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .
5081,0,"the movie's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director michel gondry restate it to the point of ridiculousness ."
5082,1,""" the dangerous lives of altar boys "" has flaws , but it also has humor and heart and very talented young actors"
5083,0,demeo is not without talent ; he just needs better material .
5084,1,"a muckraking job , the cinematic equivalent of a legal indictment , and a fairly effective one at that ."
5085,0,there's something fundamental missing from this story : something or someone to care about .
5086,0,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure ."
5087,1,happily stays close to the ground in a spare and simple manner and doesn't pummel us with phony imagery or music .
5088,1,"a colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded ."
5089,0,"please , someone , stop eric schaeffer before he makes another film ."
5090,0,a bore that tends to hammer home every one of its points .
5091,1,skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .
5092,0,". . . an unimaginative , nasty , glibly cynical piece of work ."
5093,0,"a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda ."
5094,1,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .
5095,0,"if the movie were all comedy , it might work better . but it has an ambition to say something about its subjects , but not a willingness ."
5096,1,"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes ."
5097,1,one of the film's most effective aspects is its tchaikovsky soundtrack of neurasthenic regret .
5098,0,"an unbelievably stupid film , though occasionally fun enough to make you forget its absurdity ."
5099,1,a gift to anyone who loves both dance and cinema
5100,0,"so faithful to the doldrums of the not-quite-urban , not-quite-suburban milieu as to have viewers recoiling from the reality check ."
5101,0,"a morality tale whose thought-provoking potential is hampered by a made-for-tv look , rigid performances and an asinine 'twist' that brazenly rips off the sixth sense ."
5102,0,"definitely in the guilty pleasure b-movie category , reign of fire is so incredibly inane that it is laughingly enjoyable ."
5103,1,"the tone is balanced , reflective and reasonable ."
5104,1,"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters ."
5105,1,jaglom . . . put[s] the audience in the privileged position of eavesdropping on his characters
5106,1,"( caine ) proves once again he hasn't lost his touch , bringing off a superb performance in an admittedly middling film ."
5107,0,kapur's contradictory feelings about his material result in a movie that works against itself .
5108,1,a charming yet poignant tale of the irrevocable ties that bind .
5109,0,"samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal"
5110,1,"it's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer ."
5111,0,"it's a glorified sitcom , and a long , unfunny one at that ."
5112,0,"plays as hollow catharsis , with lots of tears but very little in the way of insights ."
5113,1,the second coming of harry potter is a film far superior to its predecessor . a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda .
5114,0,a tedious parable about honesty and good sportsmanship .
5115,1,photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .
5116,1,"finally , the french-produced "" read my lips "" is a movie that understands characters must come first ."
5117,1,"you don't need to be a hip-hop fan to appreciate scratch , and that's the mark of a documentary that works ."
5118,0,"if you're a crocodile hunter fan , you'll enjoy at least the "" real "" portions of the film . if you're looking for a story , don't bother ."
5119,0,"helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids' tv and revenge ."
5120,0,"go for la salle's performance , and make do as best you can with a stuttering script ."
5121,1,"what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that's often handled in fast-edit , hopped-up fashion ."
5122,0,"confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it ."
5123,1,"even though it's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you can't help but get caught up in the thrill of the company's astonishing growth ."
5124,0,"there's a bit of thematic meat on the bones of queen of the damned , as its origins in an anne rice novel dictate , but generally , it's a movie that emphasizes style over character and substance ."
5125,1,"the one-liners are snappy , the situations volatile and the comic opportunities richly rewarded ."
5126,1,"despite the long running time , the pace never feels slack -- there's no scene that screams "" bathroom break ! """
5127,0,"stale , futile scenario ."
5128,1,"a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna ."
5129,0,"if ever a concept came handed down from the movie gods on a silver platter , this is it . if ever such a dependable concept was botched in execution , this is it ."
5130,1,"the most wondrous love story in years , it is a great film ."
5131,0,"the low-budget full frontal was one of the year's murkiest , intentionally obscure and self-indulgent pictures , and solaris is its big-budget brother ."
5132,1,"a recent favourite at sundance , this white-trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard's pyromania ."
5133,0,"a stupid , derivative horror film that substitutes extreme gore for suspense ."
5134,0,"his best film remains his shortest , the hole , which makes many of the points that this film does but feels less repetitive ."
5135,1,like old myths and wonder tales spun afresh .
5136,0,"while the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour tv documentary ."
5137,1,"más sarcástica , divertida y demencial que su predecesora , es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejos ."
5138,0,"bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script ."
5139,1,a portrait of an artist .
5140,1,"a work of the utmost subtlety and perception , it marks the outstanding feature debut of writer-director eric byler , who understands the power of the implicit and the virtues of simplicity and economy ."
5141,1,a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive .
5142,0,the worst film of the year .
5143,1,some movies are like a tasty hors-d'oeuvre ; this one is a feast .
5144,1,both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .
5145,0,as inept as big-screen remakes of the avengers and the wild wild west .
5146,0,"this would-be 'james bond for the extreme generation' pic is one big , dumb action movie . stress 'dumb . '"
5147,0,"lan yu is certainly a serviceable melodrama , but it doesn't even try for the greatness that happy together shoots for ( and misses ) ."
5148,1,"massoud's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history ."
5149,1,"like the best 60 minutes exposé , the film ( at 80 minutes ) is actually quite entertaining ."
5150,1,"a terrific date movie , whatever your orientation ."
5151,0,creepy but ultimately unsatisfying thriller .
5152,1,. . . a roller-coaster ride of a movie
5153,0,the story has little wit and no surprises .
5154,1,"fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film ."
5155,1,"smith's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes ."
5156,0,a lifetime movie about men .
5157,1,"[russell] makes good b movies ( the mask , the blob ) , and the scorpion king more than ably meets those standards ."
5158,0,"liman , of swingers and go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase ."
5159,1,"the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent ."
5160,0,"mcconaughey's fun to watch , the dragons are okay , not much fire in the script ."
5161,1,"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats ."
5162,0,"if this silly little cartoon can inspire a few kids not to grow up to be greedy bastards , more power to it ."
5163,0,a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia
5164,0,"children , christian or otherwise , deserve to hear the full story of jonah's despair -- in all its agonizing , catch-22 glory -- even if they spend years trying to comprehend it ."
5165,0,mr . soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious .
5166,0,"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes ."
5167,0,it's like an all-star salute to disney's cheesy commercialism .
5168,1,"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale ."
5169,0,"the documentary is much too conventional -- lots of boring talking heads , etc . -- to do the subject matter justice ."
5170,0,our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender  and i know this because i've seen 'jackass : the movie . '
5171,0,a long slog for anyone but the most committed pokemon fan .
5172,0,"trouble every day is a success in some sense , but it's hard to like a film so cold and dead ."
5173,1,"a provocative movie about loss , anger , greed , jealousy , sickness and love ."
5174,0,the subject of swinging still seems ripe for a documentary -- just not this one .
5175,0,"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through ."
5176,0,"never quite transcends jokester status . . . and the punchline doesn't live up to barry's dead-eyed , perfectly chilled delivery ."
5177,0,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes ."
5178,1,"dark and disturbing , yet compelling to watch ."
5179,0,"squandering his opportunity to make absurdist observations , burns gets caught up in the rush of slapstick thoroughfare ."
5180,0,"a sterling film - a cross between boys don't cry , deliverance , and ode to billy joe - lies somewhere in the story of matthew shepard , but that film is yet to be made ."
5181,1,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap ."
5182,1,salma goes native and she's never been better in this colorful bio-pic of a mexican icon .
5183,0,irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .
5184,1,"it's a wonderful , sobering , heart-felt drama ."
5185,0,"anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly ."
5186,0,the next big thing's not-so-big ( and not-so-hot ) directorial debut .
5187,1,the script by david koepp is perfectly serviceable and because he gives the story some soul . . . he elevates the experience to a more mythic level .
5188,0,"from beginning to end , this overheated melodrama plays like a student film ."
5189,0,"it's got the brawn , but not the brains ."
5190,1,"the year's happiest surprise , a movie that deals with a real subject in an always surprising way ."
5191,0,the film is so bad it doesn't improve upon the experience of staring at a blank screen .
5192,1,"a coming-of-age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board ."
5193,1,"a deliberative account of a lifestyle characterized by its surface-obsession  one that typifies the delirium of post , pre , and extant stardom ."
5194,0,director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .
5195,1,"it's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn ."
5196,1,". . . a gleefully grungy , hilariously wicked black comedy . . ."
5197,1,one scarcely needs the subtitles to enjoy this colorful action farce .
5198,1,aniston has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil .
5199,0,nothing more than a run-of-the-mill action flick .
5200,0,"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor's home videos ."
5201,1,drumline ably captures the complicated relationships in a marching band .
5202,1,the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty .
5203,0,"astonishing isn't the word -- neither is incompetent , incoherent or just plain crap . indeed , none of these words really gets at the very special type of badness that is deuces wild ."
5204,0,every note rings false .
5205,0,"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor ."
5206,1,solondz creates some effective moments of discomfort for character and viewer alike .
5207,0,"k-19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy saving private ryanovich ."
5208,1,"it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on ."
5209,0,it's exactly what you'd expect .
5210,0,this is the kind of movie that gets a quick release before real contenders arrive in september .
5211,1,showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .
5212,0,has a customarily jovial air but a deficit of flim-flam inventiveness .
5213,1,"a work of intricate elegance , literary lyricism and profound common sense ."
5214,1,it's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor .
5215,1,what better message than 'love thyself' could young women of any size receive ?
5216,0,may offend viewers not amused by the sick sense of humor .
5217,0,"this film looks like it was produced in 1954 , shelved for 48 years , and repackaged for a 2002 audience ."
5218,0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work ."
5219,1,"it's predictable , but it jumps through the expected hoops with style and even some depth ."
5220,0,"bigelow offers some flashy twists and turns that occasionally fortify this turgid fable . but for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness ."
5221,1,'stock up on silver bullets for director neil marshall's intense freight train of a film . '
5222,0,"distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register ."
5223,0,"a shambles of a movie--visually unattractive , unbearably loud and utterly silly . . . its hilarity is completely unintentional ."
5224,0,"for casual moviegoers who stumble into rules expecting a slice of american pie hijinks starring the kid from dawson's creek , they'll probably run out screaming ."
5225,0,less about shakespeare than the spawn of fools who saw quentin tarantino's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations .
5226,1,"a gripping , searing portrait of a lost soul trying to find her way through life ."
5227,0,"had the film boasted a clearer , more memorable , the creepiness would have gotten under the skin ."
5228,1,"inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening ."
5229,1,"an operatic , sprawling picture that's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length ."
5230,1,we learn a lot about dying coral and see a lot of life on the reef .
5231,0,"with a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , personal velocity seems to be idling in neutral ."
5232,0,opera on film is never satisfactory . the art demands live viewing . the innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .
5233,1,the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience . it has fun being grown up .
5234,1,"'a fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '"
5235,1,"if you can get past the taboo subject matter , it will be well worth your time ."
5236,1,good ol' urban legend stuff .
5237,0,another in-your-face wallow in the lower depths made by people who have never sung those blues .
5238,1,there's no reason to miss interview with the assassin
5239,0,best described as i know what you did last winter .
5240,0,it's difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks .
5241,0,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately don't enable them to discern flimsy screenplays ."
5242,1,"while undercover brother is definitely one for the masses , it's also full of sharp , smart satire ."
5243,0,what the director can&#8217 ; t do is make either of val kilmer&#8217 ; s two personas interesting or worth caring about .
5244,0,"it may be a prize winner , but teacher is a bomb ."
5245,1,"this charming but slight tale has warmth , wit and interesting characters compassionately portrayed ."
5246,1,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .
5247,0,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while ."
5248,1,"nicolas philibert observes life inside a one-room schoolhouse in northern france in his documentary to be and to have , easily one of the best films of the year ."
5249,1,"birthday girl is an amusing joy ride , with some surprisingly violent moments ."
5250,1,"to honestly address the flaws inherent in how medical aid is made available to american workers , a more balanced or fair portrayal of both sides will be needed ."
5251,1,worth seeing just for weaver and lapaglia .
5252,0,an ugly-duckling tale so hideously and clumsily told it feels accidental .
5253,0,"bray is completely at sea ; with nothing but a savage garden music video on his resume , he has no clue about making a movie ."
5254,1,"smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it's a pleasure to enjoy their eccentricities ."
5255,1,"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters ."
5256,1,"it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment ."
5257,0,i'd have to say the star and director are the big problems here .
5258,0,"yes , one enjoys seeing joan grow from awkward young woman to strong , determined monarch , but her love for the philandering philip only diminishes her stature ."
5259,0,life is a crock -- or something like it .
5260,1,a devastating indictment of unbridled greed and materalism .
5261,0,almost gags on its own gore .
5262,0,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . . . . designed to provide a mix of smiles and tears , "" crossroads "" instead provokes a handful of unintentional howlers and numerous yawns ."
5263,0,a smug and convoluted action-comedy that doesn't allow an earnest moment to pass without reminding audiences that it's only a movie .
5264,1,an elegant film with often surprising twists and an intermingling of naiveté and sophistication .
5265,0,"in the end , all you can do is admire the ensemble players and wonder what the point of it is ."
5266,0,no amount of good acting is enough to save oleander's uninspired story .
5267,0,"the whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas ."
5268,1,an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st . petersburg's hermitage museum .
5269,1,"with one exception , every blighter in this particular south london housing project digs into dysfunction like it's a big , comforting jar of marmite , to be slathered on crackers and served as a feast of bleakness ."
5270,1,"the film's plot may be shallow , but you've never seen the deep like you see it in these harrowing surf shots ."
5271,1,"thanks to a small star with big heart , this family film sequel is plenty of fun for all ."
5272,1,"the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a "" dungeons and dragons "" fantasy with modern military weaponry . . ."
5273,0,a movie that hovers somewhere between an acute character study and a trite power struggle .
5274,0,"taken as a whole , the tuxedo doesn't add up to a whole lot ."
5275,1,"for all the wit and hoopla , festival in cannes offers rare insight into the structure of relationships ."
5276,1,"it's not a classic spy-action or buddy movie , but it's entertaining enough and worth a look ."
5277,0,"yes , 4ever is harmless in the extreme and it'll mute your kids for nearly 80 minutes , but why not just treat the little yard apes to the real deal and take them to spirited away ?"
5278,0,. . . the film suffers from a lack of humor ( something needed to balance out the violence ) . . .
5279,0,"this cloying , voices-from-the-other-side story is hell ."
5280,0,my response to the film is best described as lukewarm . maybe i found the proceedings a little bit too conventional .
5281,0,"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience"
5282,1,has a plot full of twists upon knots . . . and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill .
5283,1,i simply can't recommend it enough .
5284,1,sparse but oddly compelling .
5285,1,the first half bursts with a goofy energy previous disney films only used for a few minutes here and there .
5286,0,"even with harris's strong effort , the script gives him little to effectively probe lear's soul-stripping breakdown ."
5287,1,"you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid ."
5288,1,"a movie that both thrills the eye and , in its over-the-top way , touches the heart ."
5289,1,"isn't quite the equal of woo's best earlier work , but it's easily his finest american film . . . comes close to recapturing the brilliance of his hong kong films ."
5290,0,'a' for creativity but comes across more as a sketch for a full-length comedy .
5291,1,a film that will enthrall the whole family .
5292,0,with spy kids 2 : the island of lost dreams writer/director/producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry .
5293,1,it sends you away a believer again and quite cheered at just that .
5294,0,a by-the-numbers effort that won't do much to enhance the franchise .
5295,0,"feels like the work of someone who may indeed have finally aged past his prime . . . and , perhaps more than he realizes , just wants to be liked by the people who can still give him work ."
5296,0,"excessive , profane , packed with cartoonish violence and comic-strip characters ."
5297,1,"an inventive , absorbing movie that's as hard to classify as it is hard to resist ."
5298,0,"her film is like a beautiful food entrée that isn't heated properly , so that it ends up a bit cold and relatively flavorless ."
5299,1,the all-french cast is marveilleux .
5300,0,"full of flatulence jokes and mild sexual references , kung pow ! is the kind of movie that's critic-proof , simply because it aims so low ."
5301,1,"shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral . extraordinary debut from josh koury ."
5302,1,confounding because it solemnly advances a daringly preposterous thesis . acting cannot be acted .
5303,1,"cineasts will revel in those visual in-jokes , as in the film's verbal pokes at everything from the likes of miramax chief harvey weinstein's bluff personal style to the stylistic rigors of denmark's dogma movement ."
5304,0,"in both the writing and cutting , it does not achieve the kind of dramatic unity that transports you . you end up simply admiring this bit or that , this performance or that ."
5305,1,"this rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you hadn't seen , which , in this day and age , is of course the point ."
5306,0,you wonder why enough wasn't just a music video rather than a full-length movie .
5307,0,the troubling thing about clockstoppers is that it doesn't make any sense .
5308,1,this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format .
5309,1,"the performances of the children , untrained in acting , have an honesty and dignity that breaks your heart ."
5310,0,it's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .
5311,0,"i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen ."
5312,0,"a waterlogged version of 'fatal attraction' for the teeny-bopper set . . . a sad , soggy potboiler that wastes the talents of its attractive young leads ."
5313,0,"we just don't really care too much about this love story . in that setting , their struggle is simply too ludicrous and borderline insulting ."
5314,0,"where tom green stages his gags as assaults on america's knee-jerk moral sanctimony , jackass lacks aspirations of social upheaval ."
5315,1,robert harmon's less-is-more approach delivers real bump-in -the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film's thick shadows .
5316,1,"while not as aggressively impressive as its american counterpart , "" in the bedroom , "" moretti's film makes its own , quieter observations"
5317,0,it's a boom-box of a movie that might have been titled 'the loud and the ludicrous' . . . the pandering to a moviegoing audience dominated by young males is all too calculated .
5318,0,"too ordinary to restore [harmon] to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience ."
5319,0,the project's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting .
5320,1,a beautifully tooled action thriller about love and terrorism in korea .
5321,0,"human nature is a goofball movie , in the way that malkovich was , but it tries too hard ."
5322,1,"hoffman notches in the nuances of pain , but his smart , edgy voice and waddling profile ( emphasized here ) accent the humor of wilson's plight , and that saves his pathos from drippiness ."
5323,0,the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .
5324,1,"[haynes'] homage to such films as "" all that heaven allows "" and "" imitation of life "" transcends them . simply put , "" far from heaven "" is a masterpiece ."
5325,0,"slack and uninspired , and peopled mainly by characters so unsympathetic that you're left with a sour taste in your mouth ."
5326,1,worth a salute just for trying to be more complex than your average film .
5327,0,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast ."
5328,1,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .
5329,0,"the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial ."
5330,1,an ambitious 'what if ? ' that works .
5331,0,"taken purely as an exercise in style , this oppressively gloomy techno-horror clambake is impossible to ignore . but as a movie , it's a humorless , disjointed mess ."
5332,1,a flick about our infantilized culture that isn't entirely infantile .
5333,1,"there's back-stabbing , inter-racial desire and , most importantly , singing and dancing ."
5334,1,"the son of the bride's humour is born out of an engaging storyline , which also isn't embarrassed to make you reach for the tissues . this movie is to be cherished ."
5335,0,"[director] byler may yet have a great movie in him , but charlotte sometimes is only half of one ."
5336,1,"huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she'll crack ."
5337,0,observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout maelstrom .
